"Discrete"	"Continuous"	"group1"	"group2"	"n1"	"n2"	"statistic"	"p"	"p.adj"	"p.adj.signif"
"Diagnosis"	"Richness"	"Peripheral"	"Axial"	5	70	1.9167881364353	0.0552648527318903	0.0828972790978355	"ns"
"Diagnosis"	"Richness"	"Peripheral"	"HC"	5	40	2.55323331012421	0.0106727977462074	0.0320183932386223	"*"
"Diagnosis"	"Richness"	"Axial"	"HC"	70	40	1.63367411582315	0.102327296172611	0.102327296172611	"ns"
"Diagnosis"	"InvSimpson"	"HC"	"Axial"	40	70	2.04713894443546	0.0406444441418084	0.121933332425425	"ns"
"Diagnosis"	"InvSimpson"	"HC"	"Peripheral"	40	5	1.25827198006317	0.2082934109901	0.31244011648515	"ns"
"Diagnosis"	"InvSimpson"	"Axial"	"Peripheral"	70	5	0.412812574252163	0.679743938081386	0.679743938081386	"ns"
"Diagnosis"	"Pielou"	"HC"	"Axial"	40	70	2.39301247253438	0.0167106730124582	0.0501320190373745	"ns"
"Diagnosis"	"Pielou"	"HC"	"Peripheral"	40	5	1.56177476922414	0.118341057601253	0.177511586401879	"ns"
"Diagnosis"	"Pielou"	"Axial"	"Peripheral"	70	5	0.575716190997412	0.564807029682497	0.564807029682497	"ns"
